,Store Number,Store Name,Address,City,Longitude,Latitude
2287,605-320,Terra Linda at Northgate,260 Northgate One San Rafael CA,San Rafael,-122.55,38.01
2288,5203-384,4th St San Rafael,1100 Fourth Street San Rafael CA,San Rafael,-122.53,37.97
2289,19856-199785,Target San Rafael T-2772,"125 Shoreline Pkwy, Grand Landing San Rafael CA",San Rafael,-122.49,37.95
2290,6481-61079,2nd & Grand - San Rafael,"777 Grand Avenue, Unit #103 San Rafael CA",San Rafael,-122.52,37.97
2291,10546-99135,Irwin & Lincoln,647 Irwin St San Rafael CA,San Rafael,-122.52,37.97
2292,74948-101858,Safeway - San Rafael #932,950 Las Gallinas San Rafael CA,San Rafael,-122.55,38.01
2293,20924-197444,Chevron USA Headquarters Lobby,"6001 Bollinger Canyon Rd, Magnolia Square Shopping Center San Ramon CA",San Ramon,-121.96,37.76
2294,5279-402,Magnolia Square,"2005 Crow Canyon Place, #146 San Ramon CA",San Ramon,-121.97,37.78
2295,74112-22861,Safeway-San Ramon #982,"2505 San Ramon Valley Road, The Marketplace San Ramon CA",San Ramon,-121.98,37.77
2296,5781-4778,500 The Marketplace,500 The Marketplace San Ramon CA,San Ramon,-121.95,37.76
2297,79660-103243,Safeway - San Ramon #2712,"11060 Bollinger Canyon Rd, Country Club Village S.C. San Ramon CA",San Ramon,-121.92,37.77
2298,5825-22045,Alcosta & Village Pkwy,"9150 A Alcosta Blvd, Crow Canyon Place San Ramon CA",San Ramon,-121.93,37.73
2299,9513-95264,Crow Canyon Place,3110 Crow Canyon Place San Ramon CA,San Ramon,-121.97,37.78
2300,76208-89721,Target San Ramon T-949,2610 Bishop Dr San Ramon CA,San Ramon,-121.96,37.76
2301,25784-242224,San Ramon Valley & Crow Canyon,"2435 San Ramon Valley Blvd, Suite 7, International Gateway of the Americas San Ramon CA",San Ramon,-121.98,37.77
2302,6562-65501,Las Americas Premium Outlet,"4201 Camino de la Plaza, #102 San Ysidro CA",San Ysidro,-117.04,32.54
2303,5569-1415,Hwy 1 & Tioga - Sand City,"2160 California Avenue, Ste A Sand City CA",Sand City,-121.84,36.62
2304,76508-99361,Target Sand City T-1062,2040 California Ave Sand City CA,Sand City,-121.84,36.62
2305,587-227291,Bernardo Ctr Dr & Bernardo Plaza,"16773 Bernardo Center Drive, C SanDiego CA",SanDiego,-117.07,33.02
2306,6883-85455,"Academy & Jensen, Sanger",512 Academy Ave Sanger CA,Sanger,-119.56,36.71
2307,8941-95244,4th & Broadway,301 W. 4th Street Santa Ana CA,Santa Ana,-117.87,33.75
2308,6843-82601,17th & Tustin,2302 E. 17th Street Santa Ana CA,Santa Ana,-117.83,33.76
2309,26857-245668,SNA - Baggage Claim,18601 Airport Wy Santa Ana CA,Santa Ana,-117.86,33.68
2310,16398-168226,SNA-Terminal C,18601 Airport Way Santa Ana CA,Santa Ana,-117.86,33.68
2311,74824-99595,Vons - Santa Ana #1626,3650 Bristol St Santa Ana CA,Santa Ana,-117.89,33.7
2312,20437-201808,Crevier BMW,1500 Auto Mall Dr Santa Ana CA,Santa Ana,-117.84,33.73
2313,15729-160027,17th & Bristol,"1702 N. Bristol Street, A Santa Ana CA",Santa Ana,-117.89,33.76
2314,15843-156788,Target Santa Ana T-250,3300 S Bristol St Santa Ana CA,Santa Ana,-117.89,33.7
2315,9255-95871,17th & Grand,"1248 East 17th Street, Bristol Plaza Santa Ana CA",Santa Ana,-117.85,33.76
2316,2884-92820,Bristol & MacArthur,3345 S. Bristol Street Santa Ana CA,Santa Ana,-117.88,33.7
2317,22998-208625,Westfield Mainplace Mall-Lower Lvl,2800 N. Main Street Santa Ana CA,Santa Ana,-117.87,33.78
2318,76266-90565,Target Santa Ana T-1936,"1441 W 17th St, Floral Park Promenade Santa Ana CA",Santa Ana,-117.89,33.76
2319,6754-69680,Bristol & Memory Lane,"2701 N. Bristol Street, #A, MacArthur & Hutton Centre Santa Ana CA",Santa Ana,-117.88,33.77
2320,6604-15916,MacArthur & Hutton,"2 Hutton Centre Drive, #100 Santa Ana CA",Santa Ana,-117.87,33.7
2321,10817-40120,Harbor & McFadden,721 S. Harbor Blvd. Santa Ana CA,Santa Ana,-117.92,33.74
2322,16396-168225,SNA-Terminal B,"18601 Airport Way, #135 Santa Ana CA",Santa Ana,-117.86,33.68
2323,16395-168224,SNA-Terminal A,"18601 Airport Way, #135, Bristol Warner Village Santa Ana CA",Santa Ana,-117.86,33.68
2324,10005-97691,Bristol & Warner,2303 S. Bristol Street Santa Ana CA,Santa Ana,-117.88,33.72
2325,22365-220168,Target Santa Ana T-286,1330 E 17th St Santa Ana CA,Santa Ana,-117.85,33.76
2326,543-487,Montecito,"1046 - A Coast Village Road, Paseo Nuevo Shops Santa Barbara CA",Santa Barbara,-119.65,34.42
2327,28206-250105,Teavana - Paseo Nuevo Shops,"651 Paseo Nuevo, #607 SANTA BARBARA CA",SANTA BARBARA,-119.7,34.42
2328,9344-96327,"State & Cota, Santa Barbara",539 State Street Santa Barbara CA,Santa Barbara,-119.7,34.42
2329,29541-237436,Ralph's - Santa Barbara #680,100 W Carrillo St Santa Barbara CA,Santa Barbara,-119.7,34.42
2330,576-298,800 State Street,800 State Street Santa Barbara CA,Santa Barbara,-119.7,34.42
2331,16446-160287,W Carrillo & De La Vina - Santa Ba,"208 West Carrillo Street, La Cumbre Plaza Santa Barbara CA",Santa Barbara,-119.7,34.42
2332,6674-71062,La Cumbre Plaza,"3815 State Street, Space #G-141 Santa Barbara CA",Santa Barbara,-119.75,34.44
2333,564-506,Five Points Center,3957 State Street Santa Barbara CA,Santa Barbara,-119.75,34.44
2334,9634-97432,"State & Victoria, Santa Barbara","1235 State Street, Mesa Center Santa Barbara CA",Santa Barbara,-119.71,34.42
2335,5782-18036,"1990 Cliff Drive, Santa Barbara",1990 Cliff Drive Santa Barbara CA,Santa Barbara,-119.72,34.4
2336,5686-4550,El Camino & Lawrence - Santa Clara,"3605 El Camino Real, Homestead Shopping Center Santa Clara CA",Santa Clara,-122.0,37.35
2337,5920-36180,Homestead & Lawrence - Santa Clara,3551 Homestead Road Santa Clara CA,Santa Clara,-121.99,37.34
2338,7981-95789,Washington & Linden,71 Washington Ave Santa Clara CA,Santa Clara,-121.94,37.34
2339,74299-76584,Safeway-Santa Clara #763,2605 The Alameda Santa Clara CA,Santa Clara,-121.94,37.35
2340,74337-122544,Safeway - Santa Clara #1990,3970 Rivermark Plaza Santa Clara CA,Santa Clara,-121.95,37.39
2341,5619-1443,El Camino & Railroad,495 El Camino Real Santa Clara CA,Santa Clara,-121.94,37.35
2342,23498-215304,Target Santa Clara T-2830,"2004 El Camino Real, Valley Fair Mall Santa Clara CA",Santa Clara,-121.96,37.35
2343,5913-29495,Valley Fair Mall - Level One,"2855 Stevens Creek Boulevard, 1329, Westfield Valley Fair Santa Clara CA",Santa Clara,-121.94,37.33
2344,28193-249740,Teavana - Westfield Valley Fair,"2855 STEVENS CREEK BLVD, #1037 Santa Clara CA",Santa Clara,-121.95,37.33
2345,3458-87674,Montague & Thomas,3700 Thomas Road Santa Clara CA,Santa Clara,-121.96,37.39
2346,75981-107178,Safeway - Santa Clara #700,"2760 Homestead Road, Pruneridge Shopping Center Santa Clara CA",Santa Clara,-121.97,37.34
2347,5730-8405,200 Saratoga Ave,200 Saratoga Ave Santa Clara CA,Santa Clara,-121.97,37.33
2348,5412-401,Mercado Center - Santa Clara,"3113 Mission College, Bldg 5 Santa Clara CA",Santa Clara,-121.98,37.39
2349,20769-207704,The Alameda & Chapman,2221 The Alameda Santa Clara CA,Santa Clara,-121.93,37.34
2350,614-328,Santa Clara,2370 El Camino Real Santa Clara CA,Santa Clara,-121.97,37.35
2351,10182-99743,Newall & Carl Ct,"23790 Newhall Ave, Valencia Town Center Santa Clarita CA",Santa Clarita,-118.52,34.37
2352,6584-65300,Westfield Valencia Town Cntr -Lvl 1,"24201 Valencia Blvd., #1101 Santa Clarita CA",Santa Clarita,-118.56,34.42
2353,562-504,McBean & Arroyo Park,"25912 McBean Parkway, Seco Plaza I Santa Clarita CA",Santa Clarita,-118.55,34.4
2354,5942-45259,Copper Hill & Seco Canyon,"27984 Seco Canyon Road, #301 Santa Clarita CA",Santa Clarita,-118.53,34.46
2355,19885-173855,Vons-Santa Clarita #3138,16550 W Soledad Canyon Rd Santa Clarita CA,Santa Clarita,-118.43,34.43
2356,20489-206264,Sand Canyon & 14 Fwy,"16548 Soledad Canyon Road, Valencia Crossroads Santa Clarita CA",Santa Clarita,-118.43,34.43
2357,6810-82121,Valencia & McBean,"24286 Valencia Blvd., Bouquet Shopping Center Santa Clarita CA",Santa Clarita,-118.56,34.41
2358,6572-64759,Bouquet Canyon & Newhall Ranch,"26441 Bouquet Canyon Road, A4 Santa Clarita CA",Santa Clarita,-118.54,34.43
2359,20227-204225,Golden Valley & Soledad Canyon,"26585 Golden Valley Road, Orchard Village Plaza Santa Clarita CA",Santa Clarita,-118.5,34.42
2360,5789-18760,Lyons & Orchard Village,"24802-A Orchard Village Road, Highridge Center Santa Clarita CA",Santa Clarita,-118.54,34.38
2361,6760-78102,Copper Hill & Newhall Ranch,28160 Newhall Ranch Rd. Santa Clarita CA,Santa Clarita,-118.57,34.44
2362,70331-90574,Target Santa Clarita T-2030,"19105 Golden Valley Rd, Westridge Village Center Santa Clarita CA",Santa Clarita,-118.42,34.45
2363,6693-75040,Valencia & The Old Road,"26802 The Old Road, Riverview Santa Clarita CA",Santa Clarita,-118.58,34.41
2364,6711-40579,Via Princessa & Sierra Highway,26925 Sierra Highway Santa Clarita CA,Santa Clarita,-118.47,34.41
2365,26673-244864,E Cliff & Portola,21620 E. Cliff Drive Santa Cruz CA,Santa Cruz,-121.99,36.96
2366,5241-371,Pacific Ave Santa Cruz,1335 Pacific Avenue Santa Cruz CA,Santa Cruz,-122.03,36.97
2367,3781-140185,Safeway - Santa Cruz #2607,2203 Mission St Santa Cruz CA,Santa Cruz,-122.05,36.96
2368,24168-231371,Washington & Norwalk,7930 Norwalk Blvd Santa Fe Springs CA,Santa Fe Springs,-118.07,33.97
2369,9327-96152,Valley View & Alondra,"15905 Valley View Avenue, Santa Fe Springs Mall Santa Fe Springs CA",Santa Fe Springs,-118.03,33.89
2370,6613-68460,Carmenita & Telegraph,"13352 E. Telegraph Road, Golden Springs Center Santa Fe Springs CA",Santa Fe Springs,-118.05,33.94
2371,6518-64461,Imperial & Carmenita,13248 Imperial Highway Santa Fe Springs CA,Santa Fe Springs,-118.05,33.92
2372,24287-231369,Telegraph & Orr and Day,11570 East Telegraph Rd Santa Fe Springs CA,Santa Fe Springs,-118.09,33.95
2373,73649-84483,Albertsons-Santa Maria #6348,2320 S Broadway Santa Maria CA,Santa Maria,-120.43,34.92
2374,6934-89144,"Broadway & Stowell, Santa Maria","1419 S. Broadway Street, A Santa Maria CA",Santa Maria,-120.44,34.94
2375,25042-239406,Broadway & Grant,1737 N. Broadway Santa Maria CA,Santa Maria,-120.44,34.97
2376,5917-219125,S. Broadway and E. McCoy,"2430 S. Broadway, Suite A Santa Maria CA",Santa Maria,-120.44,34.92
2377,24592-235446,Target Santa Maria T-309,223 E Betteravia Rd Santa Maria CA,Santa Maria,-120.43,34.92
2378,10185-99739,"Betteravia & College, Santa Maria","530 E. Betteravia Road, Suite C Santa Maria CA",Santa Maria,-120.43,34.92
2379,6997-88002,US 101 & E Main,1201 E. Main Street Santa Maria CA,Santa Maria,-120.42,34.95
2380,5493-1376,Ocean Park & 29th,2901 Ocean Park Blvd. Santa Monica CA,Santa Monica,-118.45,34.02
2381,17403-162764,Broadway & Lincoln,"1447 Lincoln Blvd., 104 Santa Monica CA",Santa Monica,-118.49,34.02
2382,5667-2401,Lincoln & Marine,3020 Lincoln Blvd Santa Monica CA,Santa Monica,-118.47,34.0
2383,19895-184244,Wilshire & 11th,1030 Wilshire Blvd. Santa Monica CA,Santa Monica,-118.49,34.02
2384,529-473,7th & Montana,701 Montana Avenue Santa Monica CA,Santa Monica,-118.5,34.03
2385,647-365,Wilshire & 26th,2525 Wilshire Blvd. Santa Monica CA,Santa Monica,-118.48,34.04
2386,74799-98878,Vons-Santa Monica #2002,1311 Wilshire Blvd Santa Monica CA,Santa Monica,-118.49,34.03
2387,74781-98357,Vons-Santa Monica #2262,710 Broadway Santa Monica CA,Santa Monica,-118.49,34.02
2388,574-296,15th & Montana,"1426 Montana Avenue, #4, Restaurants at the Arboretum Villas Santa Monica CA",Santa Monica,-118.49,34.03
2389,5826-5897,Colorado & Cloverfield,"2200 Colorado Blvd., 101 Santa Monica CA",Santa Monica,-118.47,34.03
2390,7975-95815,Santa Monica & 26th,2461-A Santa Monica Blvd Santa Monica CA,Santa Monica,-118.48,34.03
2391,79544-104485,Vons - Santa Monica #2231,"820 Montana Avenue, Third Street Promenade Santa Monica CA",Santa Monica,-118.5,34.03
2392,6861-83040,3rd & Santa Monica-3rd St Promenade,1356 Third Street Promenade Santa Monica CA,Santa Monica,-118.5,34.02
2393,25579-237064,Santa Monica Place Mall - East Wing,395 Santa Monica Place Santa Monica CA,Santa Monica,-118.49,34.01
2394,23517-218564,Pico & Stewart,2727 Pico Blvd. Santa Monica CA,Santa Monica,-118.46,34.02
2395,21893-205864,Bristol Farms - Santa Monica,3105 Wilshire Blvd Santa Monica CA,Santa Monica,-118.47,34.04
2396,22065-217151,Lincoln & Pico,1900 Lincoln Blvd Santa Monica CA,Santa Monica,-118.48,34.01
2397,22382-220265,Olympic & Main,"1705 Ocean Ave., Unit C Santa Monica CA",Santa Monica,-118.49,34.01
2398,506-449,Main & Hill,2671 Main Street Santa Monica CA,Santa Monica,-118.48,34.0
2399,18380-179545,Ralphs Santa Monica #292,1644 Cloverfield Blvd Santa Monica CA,Santa Monica,-118.47,34.03
2400,654-329,3rd & Wilshire (Barnes & Noble),308 Wilshire Blvd. Santa Monica CA,Santa Monica,-118.5,34.02
2401,22257-196805,Palm & Harvard,310 South Palm Street Santa Paula CA,Santa Paula,-119.07,34.35
2402,74886-100489,Vons - Santa Paula 2434,576 W Main St Santa Paula CA,Santa Paula,-119.08,34.34
2403,76425-97418,Target Santa Rosa T-937,1980 Santa Rosa Ave Santa Rosa CA,Santa Rosa,-122.71,38.42
2404,3456-86220,Hopper & Cleveland,860 Hopper Avenue Santa Rosa CA,Santa Rosa,-122.74,38.48
2405,48753-251217,Epicenter,3215 COFFEY LANE SANTA ROSA CA,SANTA ROSA,-122.75,38.47
2406,5778-15253,Hwy 12 & Mission,"4575 Sonoma Hwy, Bldg A, Raley's Fulton Marketplace Santa Rosa CA",Santa Rosa,-122.67,38.46
2407,13227-106975,Fulton & Guerneville,"2547 Guerneville Rd, 501, Farmers Lane Center Santa Rosa CA",Santa Rosa,-122.77,38.45
2408,5849-27427,Farmer's Lane & Highway 12,1511 Farmer's Lane Santa Rosa CA,Santa Rosa,-122.69,38.43
2409,13463-105317,Airport & Aviation,269 Aviation Blvd. Santa Rosa CA,Santa Rosa,-122.78,38.51
2410,74855-73627,Safeway - Santa Rosa #713,100 Calistoga Rd Santa Rosa CA,Santa Rosa,-122.65,38.47
2411,74409-82477,Safeway-Santa Rosa #1576,2210 Mendocino Ave Santa Rosa CA,Santa Rosa,-122.72,38.46
2412,19815-197110,Coddingtown Mall,"358 Coddingtown Center, Bennet Valley Shopping Center Santa Rosa CA",Santa Rosa,-122.73,38.46
2413,3470-93614,Yulupa & Bethards,"2755 Yulupa Avenue, Mendocino Marketplace Santa Rosa CA",Santa Rosa,-122.67,38.43
2414,2843-73243,Mendocino & Steele - Santa Rosa,"2240 Mendocino Avenue, C7, Santa Rosa Plaza Santa Rosa CA",Santa Rosa,-122.72,38.46
2415,28457-250032,Teavana - Santa Rosa Plaza,"1071 Santa Rosa Plaza, #1021A Santa Rosa CA",Santa Rosa,-122.72,38.44
2416,74949-101845,Safeway - Santa Rosa #956,1799 Marlow Road Santa Rosa CA,Santa Rosa,-122.75,38.45
2417,640-357,4th & D Santa Rosa,200 D Street Santa Rosa CA,Santa Rosa,-122.71,38.44
2418,21582-210186,Target Santa Rosa T-2804,950 Coddingtown Ctr Santa Rosa CA,Santa Rosa,-122.76,38.44
2419,74171-24531,Safeway-Santa Rosa #1562,"2751 Fourth St, Bellevue Commons Santa Rosa CA",Santa Rosa,-122.69,38.45
2420,6764-79423,Stony Point & Yuba - Santa Rosa,2780 Stony Point Road Santa Rosa CA,Santa Rosa,-122.74,38.41
2421,11337-104551,Santa Rosa & Yolanda,"2688 Santa Rosa Ave, 707-546 Santa Rosa CA",Santa Rosa,-122.71,38.41
2422,9749-95869,Stony Point & Sebastopol,"760 Stony Point Road, 101, Santa Rosa Marketplace Santa Rosa CA",Santa Rosa,-122.74,38.43
2423,632-380,Santa Rosa & Santa Rosa Marketplace,2200 Santa Rosa Avenue Santa Rosa CA,Santa Rosa,-122.71,38.42
2424,6789-80880,Santa Rosa Plaza,"1071 Santa Rosa Plaza, 1015, Santee Trolley Santa Rosa CA",Santa Rosa,-122.72,38.44
2425,6636-63839,"Cuyamaca & Mission Gorge, Santee","9868 Mission Gorge Road, B Santee CA",Santee,-116.98,32.84
2426,14489-120945,Mission Gorge & Carlton Hills,"9325 Mission Gorge Road, #101 Santee CA",Santee,-116.99,32.84
2427,26331-244067,Magnolia & Rockville,8870 North Magnolia Avenue Santee CA,Santee,-116.97,32.84
2428,5912-33779,"Magnolia & Mast, Santee","9802 N. Magnolia Avenue, Suite 5 Santee CA",Santee,-116.97,32.86
2429,74619-90569,Vons-Santee #1897,9643 Mission Gorge Rd Santee CA,Santee,-116.99,32.84
2430,10253-100062,Saratoga & Big Basin,"14410 Big Basin Way, Unit D Saratoga CA",Saratoga,-122.03,37.26
2431,17714-155684,Quito Village,18764 Cox Avenue Saratoga CA,Saratoga,-122.0,37.28
2432,5417-1064,Argonaut - Saratoga,12960 Saratoga-Sunnyvale Rd Saratoga CA,Saratoga,-122.03,37.28
2433,79742-133465,Safeway - Saratoga #919,12876 Saratoga-Sunnyvale Saratoga CA,Saratoga,-122.03,37.28
2434,47586-258975,VONS - Saugus #3325,26518 Boquet Canyon Road Saugus CA,Saugus,-118.54,34.43
2435,73603-80601,Albertsons - Santa Clarit #6360,27631 W Bouquet Canyon Rd Saugus CA,Saugus,-118.51,34.44
2436,10144-98951,Bouquet Canyon & Haskell Canyon,27667 Bouquet Canyon Road Saugus CA,Saugus,-118.51,34.44
2437,606-321,Sausalito,"14-16 Princess Street, Marin Gateway Retail Center Sausalito CA",Sausalito,-122.48,37.86
2438,9324-96177,Donahue & Hwy 101,"190 Donahue St, A, Graham Plaza Sausalito CA",Sausalito,-122.51,37.87
2439,5905-33879,Mt Herman & Springs Lake,"219 Mt Herman Rd, Ste B Scotts Valley CA",Scotts Valley,-122.03,37.04
2440,9261-95920,Hwy 17 & Scotts Valley,"5600 Scotts Valley Drive, A & B Scotts Valley CA",Scotts Valley,-122.01,37.06
2441,74794-99745,Safeway - Scotts Valley #300,253 Mount Hermon Rd Scotts Valley CA,Scotts Valley,-122.03,37.05
2442,29836-255024,Target Seal Beach T-1328,"12300 Seal Beach, Old Ranch Town Center Seal Beach CA",Seal Beach,-118.07,33.78
2443,5961-15935,Seal Beach Blvd. & St. Cloud,"12430 Seal Beach Blvd, #G, Pacific Getaway Plaza Seal Beach CA",Seal Beach,-118.07,33.78
2444,13748-107954,Seal Beach & Westminster,"2311 Seal Beach Blvd, Suite 101 Seal Beach CA",Seal Beach,-118.08,33.76
2445,79741-126993,Von's-Seal Beach #2803,1101 Pacific Coast Highway Seal Beach CA,Seal Beach,-118.1,33.74
2446,49343-267857,Ralphs - Seal Beach #604,12470 Seal Beach Blvd SEAL BEACH CA,SEAL BEACH,-118.07,33.78
2447,16762-127505,CSU Monterey Bay,100 Campus Center Bldg 14 Seaside CA,Seaside,-121.79,36.65
2448,9869-93945,Canyon Del Rey & Del Monte,1504 Canyon Del Rey Seaside CA,Seaside,-121.86,36.61
2449,10548-101485,Gravenstein & Redwood,962 Gravenstein Hwy S Sebastopol CA,Sebastopol,-122.82,38.39
2450,74201-27650,Safeway-Sebastopol #933,406 N. Main St. Sebastopol CA,Sebastopol,-122.83,38.4
2451,29382-253251,Floral & Hwy 99,"3120 Floral Ave, Suite #100 Selma CA",Selma,-119.63,36.58
2452,5777-16654,Ventura & Allot,"13535 Ventura Blvd., Sherman Oaks Galleria Sherman Oaks CA",Sherman Oaks,-118.43,34.15
2453,5815-8729,Sepulveda & Ventura,"15301 Ventura Blvd, Ste P11, Fashion Square Mall Sherman Oaks CA",Sherman Oaks,-118.47,34.16
2454,18356-188205,Westfield Fashion Square - Level 1,14006 Riverside Drive #24C Sherman Oaks CA,Sherman Oaks,-118.44,34.16
2455,19837-171185,Ralphs-Sherman Oaks #222,"14049 Ventura Blvd, Riverside Knolls Shopping Center Sherman Oaks CA",Sherman Oaks,-118.44,34.15
2456,5996-52599,Riverside & Fulton,"13351 Riverside Dr, Suite ""A"" Sherman Oaks CA",Sherman Oaks,-118.42,34.16
2457,548-491,Ventura & Cedros,"14622 Ventura Blvd., Suite 116 Sherman Oaks CA",Sherman Oaks,-118.45,34.15
2458,5552-796,Ventura & Noble,"15030 Ventura Blvd., 1-A Sherman Oaks CA",Sherman Oaks,-118.46,34.15
2459,5266-693,Sierra Madre,1 Kersting Court Sierra Madre CA,Sierra Madre,-118.05,34.16
2460,23315-218444,Spring & California,"999 Spring Street, Town Center West Shopping Center Signal Hill CA",Signal Hill,-118.18,33.81
2461,5787-10754,Willow & Cherry,"1788 E. Willow Street, A Signal Hill CA",Signal Hill,-118.17,33.8
2462,6609-246705,Cochran and Galena,2991 Cochran Street Simi Valley CA,Simi Valley,-118.74,34.28
2463,74872-96289,Vons-Simi Valley #2047,"5805 E Los Angeles Ave, Mountaingate Plaza Simi Valley CA",Simi Valley,-118.68,34.27
2464,2887-86482,Los Angeles & 1st,"1197 E. Los Angeles Avenue, A Simi Valley CA",Simi Valley,-118.78,34.27
2465,74669-95992,Vons-Simi Valley #2692,2938 Tapo Canyon Road Simi Valley CA,Simi Valley,-118.72,34.29
2466,73207-21482,Albertsons-Simi Valley #6393,1268 Madera Road Simi Valley CA,Simi Valley,-118.79,34.26
2467,9744-98033,Wood Ranch & Country Club,"575 Country Club Drive, A Simi Valley CA",Simi Valley,-118.81,34.25
2468,9075-151165,Target Simi Valley West T-2462,51 East Tierra Rejada Rd Simi Valley CA,Simi Valley,-118.8,34.27
2469,27481-247624,Hwy 118 and First,1581 Simi Town Center Way Simi Valley CA,Simi Valley,-118.77,34.28
2470,74521-27672,Vons-Simi Valley #2501,1855 E. Cochran St. Simi Valley CA,Simi Valley,-118.76,34.28
2471,5554-1823,Tapo Canyon & Alamo,"2679 Tapo Canyon Rd, Lomas Santa Fe Towne Centre East Simi Valley CA",Simi Valley,-118.72,34.28
2472,6860-82126,"Lomas Santa Fe & I-5, Solana Beach","937 Lomas Santa Fe Drive, D Solana Beach CA",Solana Beach,-117.25,33.0
2473,5679-1997,Solana Beach Towne Center,"691 Lomas Santa Fe, Ste A, Soledad Mission Shopping Center Solana Beach CA",Solana Beach,-117.26,33.0
2474,6799-81361,Front & 4th Street,3070 H DeLaRosa Sr. Street Soledad CA,Soledad,-121.32,36.42
2475,79636-107003,Safeway - Sonoma #911,477 W Napa Sonoma CA,Sonoma,-122.47,38.29
2476,3471-94127,Sonoma & Verano,19239 Sonoma Highway Sonoma CA,Sonoma,-122.48,38.3
2477,3499-129845,Safeway-Sonora #3127,1291 Sanguinettie Rd Sonora CA,Sonora,-120.37,37.97
2478,11601-103746,The Junction,"13761 Mono Way, A, Sonora Crossroads Sonora CA",Sonora,-120.34,37.97
2479,6439-48199,Sonora Crossroads - Sonora,133 Old Wards Ferry Road Sonora CA,Sonora,-120.37,37.97
2480,74951-101849,Safeway - Soquel #1929,2720 41st Ave Soquel CA,Soquel,-121.96,36.99
2481,10669-100788,41st & Soquel,"2740 41st Street, 100 Soquel CA",Soquel,-121.96,36.99
2482,79760-108476,Vons - South Corona #2818,11800 De Palma Road SOUTH CORONA CA,SOUTH CORONA,-117.45,33.75
2483,27215-245385,Durfee & Thienes,"11331 Thienes Avenue, Suite A South El Monte CA",South El Monte,-118.03,34.04
2484,3973-146285,Target South Gate T-190,"5700 Firestone Blvd, Town Center at Lake Tahoe South Gate CA",South Gate,-118.17,33.95
2485,6991-86062,Heavenly South Lake Tahoe,"4000 S LAKE TAHOE BLVD, 24 South Lake Tahoe CA",South Lake Tahoe,-119.94,38.95
2486,21756-215164,"Heavenly Village, S Lake Tahoe, CA",1001 Heavenly Village Way South Lake Tahoe CA,South Lake Tahoe,-119.94,38.96
2487,5478-1134,CA 89 and US 50 - South Lake Tahoe,1064 Emerald Bay Road South Lake Tahoe CA,South Lake Tahoe,-120.0,38.91
2488,74189-35461,Safeway - South Lake Tahoe #1824,1020 Johnson Dr. South Lake Tahoe CA,South Lake Tahoe,-119.97,38.95
2489,5648-1811,Fair Oaks & State Street,454 North Fair Oaks Ave South Pasadena CA,South Pasadena,-118.15,34.12
2490,74686-96297,Vons-South Pasadena #2228,1213 Fair Oaks Ave South Pasadena CA,South Pasadena,-118.15,34.11
2491,6980-86481,"Huntington & Fremont, S. Pasadena","1318 Huntington Drive, Transit Village South Pasadena CA",South Pasadena,-118.15,34.1
2492,10225-98587,El Camino & McLellan,"100 McLellan Dr, 1075 South San Francisco CA",South San Francisco,-122.45,37.66
2493,9687-72943,Grand & Linden,329 Grand Avenue South San Francisco CA,South San Francisco,-122.41,37.66
2494,79650-115165,Safeway - San Francisco #3116,2255 Gellert Blvd South San Francisco CA,South San Francisco,-122.45,37.65
2495,5312-907,176 Gateway Blvd.,176 Gateway Blvd. South San Francisco CA,South San Francisco,-122.4,37.65
2496,8636-93711,"Firestone & Long Beach, Southg",8924 Long Beach Blvd. Southgate CA,Southgate,-118.22,33.96
2497,5834-22761,"Firestone & Garfield, Southgate","8620 Garfield Ave, Ste 102 Southgate CA",Southgate,-118.16,33.95
2498,9350-95417,"Sweetwater & Jamacha, San Diego","8626 Jamacha Blvd., #100 Spring Valley CA",Spring Valley,-117.01,32.71
2499,6793-193504,Campo & Bonita,9809 Campo Road Spring Valley CA,Spring Valley,-116.98,32.75
2500,17211-170948,Tresidder Union - Stanford,"459 Lagunita Drive, Beach/Chapman Center Stanford CA",Stanford,-122.17,37.42
2501,6576-15934,Beach & Chapman,11931 Beach Blvd. Stanton CA,Stanton,-117.99,33.79
2502,5308-314,The Old Road & Stevenson Ranch Pkwy,"25900 The Old Road, Sherwood Mall Stevenson Ranch CA",Stevenson Ranch,-118.57,34.39
2503,6550-62567,Pacific & Yokuts - Stockton,"5350 Pacific Avenue, Suite #J4 Stockton CA",Stockton,-121.32,38.0
2504,74464-83281,Safeway-Stockton #2707,6445 N Pacific Ave Stockton CA,Stockton,-121.32,38.01
2505,13402-107358,"March & West, Stockton",5010 West Lane Stockton CA,Stockton,-121.29,38.0
2506,5470-1194,2535 Pacific Ave. - Stockton,"2535 Pacific Avenue, Eastland Plaza Shopping Center Stockton CA",Stockton,-121.3,37.97
2507,10818-102498,Fremont & Wilson - Stockton,"1705 E. Fremont St., A Stockton CA",Stockton,-121.27,37.96
2508,10183-99965,Arch Road & Hwy 99 - Stockton,"4895 S. State Hwy 99, East Frontage Road Stockton CA",Stockton,-121.22,37.91
2509,7957-95208,Hwy 99 & Waterloo - Stockton,4426 East Waterloo Road Stockton CA,Stockton,-121.24,37.99
2510,5319-859,Lincoln Center - Stockton,121 Lincoln Center Stockton CA,Stockton,-121.32,38.01
2511,6795-71922,Hammer & West - Stockton,1440 East Hammer Lane Stockton CA,Stockton,-121.3,38.02
2512,79643-114724,Safeway - Stockton #1769,2808 Country Club Dr Stockton CA,Stockton,-121.34,37.96
