POPESTIMATE2019,COUNTYNAME,STATEFP,COUNTYFP
87956,"Dougherty County, Georgia",13,095
26188,"Fannin County, Georgia",13,111
234561,"Henry County, Georgia",13,151
157863,"Houston County, Georgia",13,153
47546,"Laurens County, Georgia",13,175
19559,"Long County, Georgia",13,183
27546,"Peach County, Georgia",13,225
168667,"Paulding County, Georgia",13,223
19465,"Pierce County, Georgia",13,229
18962,"Pike County, Georgia",13,231
19397,"Berrien County, Georgia",13,019
936250,"Gwinnett County, Georgia",13,135
83240,"Barrow County, Georgia",13,013
107738,"Bartow County, Georgia",13,015
146343,"Douglas County, Georgia",13,097
24633,"Grady County, Georgia",13,131
8457,"Hancock County, Georgia",13,141
12947,"Macon County, Georgia",13,193
153159,"Bibb County, Georgia",13,021
35236,"Harris County, Georgia",13,145
8359,"Marion County, Georgia",13,197
20247,"Worth County, Georgia",13,321
12873,"Bleckley County, Georgia",13,023
13390,"Dooly County, Georgia",13,093
10654,"Evans County, Georgia",13,109
23349,"Franklin County, Georgia",13,119
64296,"Effingham County, Georgia",13,103
2971,"Glascock County, Georgia",13,125
22646,"Emanuel County, Georgia",13,107
14219,"Jasper County, Georgia",13,159
66703,"Spalding County, Georgia",13,255
25925,"Stephens County, Georgia",13,257
13966,"Screven County, Georgia",13,251
5257,"Schley County, Georgia",13,249
15860,"Telfair County, Georgia",13,271
25286,"Tattnall County, Georgia",13,267
24511,"Union County, Georgia",13,291
69922,"Troup County, Georgia",13,285
26320,"Upson County, Georgia",13,293
20374,"Washington County, Georgia",13,303
69761,"Walker County, Georgia",13,295
30798,"White County, Georgia",13,311
104628,"Whitfield County, Georgia",13,313
2607,"Webster County, Georgia",13,307
202518,"Richmond County, Georgia",13,245
2299,"Quitman County, Georgia",13,239
13392,"Charlton County, Georgia",13,049
289430,"Chatham County, Georgia",13,051
6618,"Clinch County, Georgia",13,065
15115,"Jeff Davis County, Georgia",13,161
19077,"Lamar County, Georgia",13,171
6189,"Calhoun County, Georgia",13,037
9643,"Johnson County, Georgia",13,167
10423,"Lanier County, Georgia",13,173
61435,"Liberty County, Georgia",13,179
29880,"Madison County, Georgia",13,195
21863,"Mitchell County, Georgia",13,205
8090,"Seminole County, Georgia",13,253
40644,"Tift County, Georgia",13,277
8120,"Twiggs County, Georgia",13,289
42613,"Polk County, Georgia",13,233
6195,"Talbot County, Georgia",13,263
8020,"Taylor County, Georgia",13,269
8531,"Terrell County, Georgia",13,273
44451,"Thomas County, Georgia",13,275
26830,"Toombs County, Georgia",13,279
8954,"Wilkinson County, Georgia",13,319
9172,"Montgomery County, Georgia",13,209
15259,"Oglethorpe County, Georgia",13,221
6778,"Randolph County, Georgia",13,243
90896,"Rockdale County, Georgia",13,247
35734,"Ware County, Georgia",13,299
29927,"Wayne County, Georgia",13,305
7855,"Wheeler County, Georgia",13,309
8635,"Wilcox County, Georgia",13,315
44890,"Baldwin County, Georgia",13,009
19234,"Banks County, Georgia",13,011
79608,"Bulloch County, Georgia",13,031
128331,"Clarke County, Georgia",13,059
2834,"Clay County, Georgia",13,061
4006,"Echols County, Georgia",13,101
85292,"Glynn County, Georgia",13,127
759297,"DeKalb County, Georgia",13,089
29792,"Haralson County, Georgia",13,143
72977,"Jackson County, Georgia",13,157
15362,"Jefferson County, Georgia",13,163
28735,"Jones County, Georgia",13,169
7921,"Lincoln County, Georgia",13,181
40096,"Murray County, Georgia",13,213
195769,"Muscogee County, Georgia",13,215
11137,"Pulaski County, Georgia",13,235
17137,"Rabun County, Georgia",13,241
6621,"Stewart County, Georgia",13,259
12037,"Towns County, Georgia",13,281
6901,"Treutlen County, Georgia",13,283
7985,"Turner County, Georgia",13,287
9416,"Irwin County, Georgia",13,155
8165,"Atkinson County, Georgia",13,003
18386,"Appling County, Georgia",13,001
11164,"Bacon County, Georgia",13,005
19109,"Brantley County, Georgia",13,025
16700,"Ben Hill County, Georgia",13,017
22383,"Burke County, Georgia",13,033
67580,"Catoosa County, Georgia",13,047
10907,"Chattahoochee County, Georgia",13,053
24789,"Chattooga County, Georgia",13,055
26404,"Decatur County, Georgia",13,087
98498,"Floyd County, Georgia",13,115
244252,"Forsyth County, Georgia",13,117
45328,"Habersham County, Georgia",13,137
26205,"Hart County, Georgia",13,147
117406,"Lowndes County, Georgia",13,185
14378,"McIntosh County, Georgia",13,191
21167,"Meriwether County, Georgia",13,199
27578,"Monroe County, Georgia",13,207
22119,"Putnam County, Georgia",13,237
29524,"Sumter County, Georgia",13,261
1537,"Taliaferro County, Georgia",13,265
5254,"Warren County, Georgia",13,301
3038,"Baker County, Georgia",13,007
39627,"Bryan County, Georgia",13,029
24936,"Butts County, Georgia",13,035
10803,"Candler County, Georgia",13,043
54666,"Camden County, Georgia",13,039
119992,"Carroll County, Georgia",13,045
10190,"Early County, Georgia",13,099
43273,"Coffee County, Georgia",13,069
148509,"Coweta County, Georgia",13,077
156714,"Columbia County, Georgia",13,073
12404,"Crawford County, Georgia",13,079
22372,"Crisp County, Georgia",13,081
760141,"Cobb County, Georgia",13,067
31369,"Gilmer County, Georgia",13,123
16116,"Dade County, Georgia",13,083
94593,"Walton County, Georgia",13,297
9777,"Wilkes County, Georgia",13,317
15457,"Brooks County, Georgia",13,027
20605,"Dodge County, Georgia",13,091
57963,"Gordon County, Georgia",13,129
19194,"Elbert County, Georgia",13,105
258773,"Cherokee County, Georgia",13,057
114421,"Fayette County, Georgia",13,113
8676,"Jenkins County, Georgia",13,165
29992,"Lee County, Georgia",13,177
111744,"Newton County, Georgia",13,217
32591,"Pickens County, Georgia",13,227
18324,"Greene County, Georgia",13,133
45600,"Colquitt County, Georgia",13,071
17270,"Cook County, Georgia",13,075
26108,"Dawson County, Georgia",13,085
292256,"Clayton County, Georgia",13,063
1063937,"Fulton County, Georgia",13,121
204441,"Hall County, Georgia",13,139
566747,"Delaware County, Pennsylvania",42,045
278299,"Dauphin County, Pennsylvania",42,043
155027,"Franklin County, Pennsylvania",42,055
47888,"Bedford County, Pennsylvania",42,009
45144,"Huntingdon County, Pennsylvania",42,061
1584064,"Philadelphia County, Pennsylvania",42,101
84073,"Indiana County, Pennsylvania",42,063
253370,"Cumberland County, Pennsylvania",42,041
1216045,"Allegheny County, Pennsylvania",42,003
7247,"Forest County, Pennsylvania",42,053
121829,"Blair County, Pennsylvania",42,013
60323,"Bradford County, Pennsylvania",42,015
130192,"Cambria County, Pennsylvania",42,021
421164,"Berks County, Pennsylvania",42,011
73447,"Somerset County, Pennsylvania",42,111
55809,"Pike County, Pennsylvania",42,103
40372,"Snyder County, Pennsylvania",42,109
269728,"Erie County, Pennsylvania",42,049
14530,"Fulton County, Pennsylvania",42,057
24763,"Juniata County, Pennsylvania",42,067
141359,"Schuylkill County, Pennsylvania",42,107
26794,"Wyoming County, Pennsylvania",42,131
44923,"Union County, Pennsylvania",42,119
51361,"Wayne County, Pennsylvania",42,127
206865,"Washington County, Pennsylvania",42,125
40328,"Susquehanna County, Pennsylvania",42,115
170271,"Monroe County, Pennsylvania",42,089
46138,"Mifflin County, Pennsylvania",42,087
449058,"York County, Pennsylvania",42,133
348899,"Westmoreland County, Pennsylvania",42,129
85512,"Lawrence County, Pennsylvania",42,073
524989,"Chester County, Pennsylvania",42,029
84629,"Crawford County, Pennsylvania",42,039
103009,"Adams County, Pennsylvania",42,001
64735,"Armstrong County, Pennsylvania",42,005
38632,"Clinton County, Pennsylvania",42,035
64182,"Carbon County, Pennsylvania",42,025
162385,"Centre County, Pennsylvania",42,027
90843,"Northumberland County, Pennsylvania",42,097
305285,"Northampton County, Pennsylvania",42,095
4447,"Cameron County, Pennsylvania",42,023
50668,"Venango County, Pennsylvania",42,121
163929,"Beaver County, Pennsylvania",42,007
628270,"Bucks County, Pennsylvania",42,017
209674,"Lackawanna County, Pennsylvania",42,069
369318,"Lehigh County, Pennsylvania",42,077
40625,"McKean County, Pennsylvania",42,083
129274,"Fayette County, Pennsylvania",42,051
38438,"Clarion County, Pennsylvania",42,031
830915,"Montgomery County, Pennsylvania",42,091
79255,"Clearfield County, Pennsylvania",42,033
36233,"Greene County, Pennsylvania",42,059
141793,"Lebanon County, Pennsylvania",42,075
113299,"Lycoming County, Pennsylvania",42,081
317417,"Luzerne County, Pennsylvania",42,079
18230,"Montour County, Pennsylvania",42,093
39191,"Warren County, Pennsylvania",42,123
64964,"Columbia County, Pennsylvania",42,037
187853,"Butler County, Pennsylvania",42,019
29910,"Elk County, Pennsylvania",42,047
43425,"Jefferson County, Pennsylvania",42,065
545724,"Lancaster County, Pennsylvania",42,071
109424,"Mercer County, Pennsylvania",42,085
46272,"Perry County, Pennsylvania",42,099
16526,"Potter County, Pennsylvania",42,105
6066,"Sullivan County, Pennsylvania",42,113
40591,"Tioga County, Pennsylvania",42,117
17709,"Cooper County, Missouri",29,053
16878,"Dallas County, Missouri",29,059
6571,"Gentry County, Missouri",29,075
9544,"Hickory County, Missouri",29,085
59013,"Lincoln County, Missouri",29,113
13180,"Mississippi County, Missouri",29,133
8644,"Monroe County, Missouri",29,137
58236,"Newton County, Missouri",29,145
9174,"Ozark County, Missouri",29,153
18302,"Pike County, Missouri",29,163
402022,"St. Charles County, Missouri",29,183
12133,"Bollinger County, Missouri",29,017
78871,"Cape Girardeau County, Missouri",29,031
5930,"Shelby County, Missouri",29,205
39592,"Webster County, Missouri",29,225
5143,"Atchison County, Missouri",29,005
16172,"Bates County, Missouri",29,013
19443,"Benton County, Missouri",29,015
5982,"Carter County, Missouri",29,035
7561,"Dade County, Missouri",29,057
11920,"Linn County, Missouri",29,115
40117,"Howell County, Missouri",29,091
54062,"Johnson County, Missouri",29,101
35723,"Laclede County, Missouri",29,105
8697,"Maries County, Missouri",29,125
44573,"Phelps County, Missouri",29,161
104418,"Platte County, Missouri",29,165
67215,"St. Francois County, Missouri",29,187
300576,"St. Louis city, Missouri",29,510
17712,"Andrew County, Missouri",29,003
42478,"Butler County, Missouri",29,023
8679,"Carroll County, Missouri",29,033
3617,"Mercer County, Missouri",29,129
12088,"Madison County, Missouri",29,123
18289,"Wright County, Missouri",29,229
249948,"Clay County, Missouri",29,047
20563,"Vernon County, Missouri",29,217
15573,"Dent County, Missouri",29,065
22761,"Saline County, Missouri",29,195
22092,"Nodaway County, Missouri",29,147
2013,"Worth County, Missouri",29,227
7426,"Chariton County, Missouri",29,041
9850,"Grundy County, Missouri",29,079
20627,"Morgan County, Missouri",29,141
12873,"Wayne County, Missouri",29,223
6270,"Reynolds County, Missouri",29,179
994205,"St. Louis County, Missouri",29,189
38280,"Scott County, Missouri",29,201
31952,"Stone County, Missouri",29,209
35789,"Barry County, Missouri",29,009
11754,"Barton County, Missouri",29,011
180463,"Boone County, Missouri",29,019
14349,"Cedar County, Missouri",29,039
76745,"Cole County, Missouri",29,051
23920,"Crawford County, Missouri",29,055
14706,"Gasconade County, Missouri",29,073
10125,"Iron County, Missouri",29,093
15227,"Livingston County, Missouri",29,117
15117,"Macon County, Missouri",29,121
16132,"Moniteau County, Missouri",29,135
10529,"Oregon County, Missouri",29,149
15805,"Pemiscot County, Missouri",29,155
42339,"Pettis County, Missouri",29,159
17894,"Ste. Genevieve County, Missouri",29,186
8166,"Shannon County, Missouri",29,203
24748,"Randolph County, Missouri",29,175
13185,"Douglas County, Missouri",29,067
29131,"Dunklin County, Missouri",29,069
103967,"Franklin County, Missouri",29,071
21824,"Henry County, Missouri",29,083
10001,"Howard County, Missouri",29,089
703011,"Jackson County, Missouri",29,095
38355,"Lawrence County, Missouri",29,109
25619,"Miller County, Missouri",29,131
52607,"Pulaski County, Missouri",29,169
4696,"Putnam County, Missouri",29,171
55928,"Taney County, Missouri",29,213
25398,"Texas County, Missouri",29,215
87364,"Buchanan County, Missouri",29,021
9020,"Caldwell County, Missouri",29,025
44743,"Callaway County, Missouri",29,027
105780,"Cass County, Missouri",29,037
20387,"Clinton County, Missouri",29,049
8278,"Daviess County, Missouri",29,061
4403,"Holt County, Missouri",29,087
3959,"Knox County, Missouri",29,103
28530,"Marion County, Missouri",29,127
11551,"Montgomery County, Missouri",29,139
13615,"Osage County, Missouri",29,151
13288,"Ripley County, Missouri",29,181
29025,"Stoddard County, Missouri",29,207
35649,"Warren County, Missouri",29,219
24730,"Washington County, Missouri",29,221
25388,"Audrain County, Missouri",29,007
88595,"Christian County, Missouri",29,043
12547,"DeKalb County, Missouri",29,063
293086,"Greene County, Missouri",29,077
8352,"Harrison County, Missouri",29,081
32708,"Lafayette County, Missouri",29,107
9397,"St. Clair County, Missouri",29,185
25343,"Adair County, Missouri",29,001
4660,"Schuyler County, Missouri",29,197
4902,"Scotland County, Missouri",29,199
6089,"Sullivan County, Missouri",29,211
46305,"Camden County, Missouri",29,029
6797,"Clark County, Missouri",29,045
121328,"Jasper County, Missouri",29,097
225081,"Jefferson County, Missouri",29,099
9776,"Lewis County, Missouri",29,111
22837,"McDonald County, Missouri",29,119
17076,"New Madrid County, Missouri",29,143
19136,"Perry County, Missouri",29,157
32149,"Polk County, Missouri",29,167
10309,"Ralls County, Missouri",29,173
23018,"Ray County, Missouri",29,177
4265,"Phillips County, Colorado",08,095
14029,"Archuleta County, Colorado",08,007
727211,"Denver County, Colorado",08,031
1406,"Kiowa County, Colorado",08,061
3581,"Baca County, Colorado",08,009
7097,"Kit Carson County, Colorado",08,063
582881,"Jefferson County, Colorado",08,059
4952,"Ouray County, Colorado",08,091
324492,"Weld County, Colorado",08,123
5068,"Custer County, Colorado",08,027
6897,"Huerfano County, Colorado",08,055
6243,"Gilpin County, Colorado",08,047
60061,"Garfield County, Colorado",08,045
17462,"Gunnison County, Colorado",08,051
20356,"Chaffee County, Colorado",08,015
8205,"Conejos County, Colorado",08,021
769,"Mineral County, Colorado",08,079
6324,"Rio Blanco County, Colorado",08,103
2248,"Sedgwick County, Colorado",08,115
3887,"Costilla County, Colorado",08,023
517421,"Adams County, Colorado",08,001
351154,"Douglas County, Colorado",08,035
55127,"Eagle County, Colorado",08,037
8127,"Lake County, Colorado",08,065
56221,"La Plata County, Colorado",08,067
13283,"Moffat County, Colorado",08,081
17767,"Pitkin County, Colorado",08,097
11267,"Rio Grande County, Colorado",08,105
1831,"Cheyenne County, Colorado",08,017
5577,"Bent County, Colorado",08,011
6061,"Crowley County, Colorado",08,025
2055,"Dolores County, Colorado",08,033
728,"San Juan County, Colorado",08,111
1392,"Jackson County, Colorado",08,057
356899,"Larimer County, Colorado",08,069
22409,"Logan County, Colorado",08,075
26183,"Montezuma County, Colorado",08,083
8179,"San Miguel County, Colorado",08,113
25388,"Teller County, Colorado",08,119
326196,"Boulder County, Colorado",08,013
26729,"Elbert County, Colorado",08,039
14506,"Las Animas County, Colorado",08,071
10019,"Yuma County, Colorado",08,125
5701,"Lincoln County, Colorado",08,073
25638,"Routt County, Colorado",08,107
31011,"Summit County, Colorado",08,117
16233,"Alamosa County, Colorado",08,003
9700,"Clear Creek County, Colorado",08,019
31162,"Delta County, Colorado",08,029
47839,"Fremont County, Colorado",08,043
168424,"Pueblo County, Colorado",08,101
42758,"Montrose County, Colorado",08,085
29068,"Morgan County, Colorado",08,087
18845,"Park County, Colorado",08,093
6824,"Saguache County, Colorado",08,109
154210,"Mesa County, Colorado",08,077
12172,"Prowers County, Colorado",08,099
820,"Hinsdale County, Colorado",08,053
720403,"El Paso County, Colorado",08,041
4908,"Washington County, Colorado",08,121
15734,"Grand County, Colorado",08,049
656590,"Arapahoe County, Colorado",08,005
18278,"Otero County, Colorado",08,089
70465,"Broomfield County, Colorado",08,014
13188,"Millard County, Utah",49,027
72259,"Tooele County, Utah",49,045
177556,"Washington County, Utah",49,053
7886,"Kane County, Utah",49,025
42145,"Summit County, Utah",49,043
9754,"Grand County, Utah",49,019
1479,"Piute County, Utah",49,031
2483,"Rich County, Utah",49,033
34091,"Wasatch County, Utah",49,051
6710,"Beaver County, Utah",49,001
56046,"Box Elder County, Utah",49,003
54839,"Iron County, Utah",49,021
30939,"Sanpete County, Utah",49,039
21620,"Sevier County, Utah",49,041
636235,"Utah County, Utah",49,049
260213,"Weber County, Utah",49,057
19938,"Duchesne County, Utah",49,013
15308,"San Juan County, Utah",49,037
1160437,"Salt Lake County, Utah",49,035
35734,"Uintah County, Utah",49,047
950,"Daggett County, Utah",49,009
355481,"Davis County, Utah",49,011
2711,"Wayne County, Utah",49,055
20463,"Carbon County, Utah",49,007
10012,"Emery County, Utah",49,015
12124,"Morgan County, Utah",49,029
128289,"Cache County, Utah",49,005
5051,"Garfield County, Utah",49,017
12017,"Juab County, Utah",49,023
56520,"Coffee County, Tennessee",47,031
41133,"Fayette County, Tennessee",47,047
6620,"Hancock County, Tennessee",47,067
42208,"Franklin County, Tennessee",47,051
133088,"Blount County, Tennessee",47,009
23320,"Grainger County, Tennessee",47,057
29464,"Giles County, Tennessee",47,055
56786,"Hawkins County, Tennessee",47,073
17788,"Johnson County, Tennessee",47,091
25633,"Lauderdale County, Tennessee",47,097
34366,"Lincoln County, Tennessee",47,103
44142,"Lawrence County, Tennessee",47,099
40667,"Cheatham County, Tennessee",47,021
56391,"Carter County, Tennessee",47,019
24602,"Macon County, Tennessee",47,111
238412,"Williamson County, Tennessee",47,187
49713,"Bedford County, Tennessee",47,003
7615,"Clay County, Tennessee",47,027
69069,"Greene County, Tennessee",47,059
60520,"Cumberland County, Tennessee",47,035
31959,"Claiborne County, Tennessee",47,025
28117,"Henderson County, Tennessee",47,077
25178,"Hickman County, Tennessee",47,081
18582,"Humphreys County, Tennessee",47,085
54495,"Jefferson County, Tennessee",47,089
80245,"Putnam County, Tennessee",47,141
28907,"Marion County, Tennessee",47,115
97984,"Madison County, Tennessee",47,113
6488,"Moore County, Tennessee",47,127
22241,"Overton County, Tennessee",47,133
5048,"Pickett County, Tennessee",47,137
71813,"Robertson County, Tennessee",47,147
191283,"Sumner County, Tennessee",47,165
11284,"Trousdale County, Tennessee",47,169
937166,"Shelby County, Tennessee",47,157
16673,"Wayne County, Tennessee",47,181
5872,"Van Buren County, Tennessee",47,175
15026,"Sequatchie County, Tennessee",47,153
98250,"Sevier County, Tennessee",47,155
13715,"Stewart County, Tennessee",47,161
27767,"Carroll County, Tennessee",47,017
17297,"Chester County, Tennessee",47,023
11663,"Decatur County, Tennessee",47,039
694144,"Davidson County, Tennessee",47,037
11786,"Jackson County, Tennessee",47,087
25694,"McNairy County, Tennessee",47,109
8076,"Perry County, Tennessee",47,135
53382,"Roane County, Tennessee",47,145
108110,"Bradley County, Tennessee",47,011
12422,"Meigs County, Tennessee",47,121
64934,"Hamblen County, Tennessee",47,063
17304,"Haywood County, Tennessee",47,075
19972,"Union County, Tennessee",47,173
25652,"Hardin County, Tennessee",47,071
208993,"Montgomery County, Tennessee",47,125
53948,"Dickson County, Tennessee",47,043
21403,"Morgan County, Tennessee",47,129
13427,"Grundy County, Tennessee",47,061
46545,"Monroe County, Tennessee",47,123
32345,"Henry County, Tennessee",47,079
36004,"Cocke County, Tennessee",47,029
14230,"Crockett County, Tennessee",47,033
20490,"DeKalb County, Tennessee",47,041
7016,"Lake County, Tennessee",47,095
470313,"Knox County, Tennessee",47,093
12268,"Lewis County, Tennessee",47,101
53794,"McMinn County, Tennessee",47,107
34375,"Marshall County, Tennessee",47,117
30069,"Obion County, Tennessee",47,131
33167,"Rhea County, Tennessee",47,143
22068,"Scott County, Tennessee",47,151
61599,"Tipton County, Tennessee",47,167
76978,"Anderson County, Tennessee",47,001
37159,"Dyer County, Tennessee",47,045
18523,"Fentress County, Tennessee",47,049
49133,"Gibson County, Tennessee",47,053
367804,"Hamilton County, Tennessee",47,065
25050,"Hardeman County, Tennessee",47,069
54068,"Loudon County, Tennessee",47,105
16832,"Polk County, Tennessee",47,139
332285,"Rutherford County, Tennessee",47,149
20157,"Smith County, Tennessee",47,159
27345,"White County, Tennessee",47,185
144657,"Wilson County, Tennessee",47,189
158348,"Sullivan County, Tennessee",47,163
17883,"Unicoi County, Tennessee",47,171
129375,"Washington County, Tennessee",47,179
33328,"Weakley County, Tennessee",47,183
16160,"Benton County, Tennessee",47,005
15064,"Bledsoe County, Tennessee",47,007
39842,"Campbell County, Tennessee",47,013
14678,"Cannon County, Tennessee",47,015
8201,"Houston County, Tennessee",47,083
96387,"Maury County, Tennessee",47,119
41277,"Warren County, Tennessee",47,177
46341,"Campbell County, Wyoming",56,005
19830,"Lincoln County, Wyoming",56,023
79858,"Natrona County, Wyoming",56,025
2356,"Niobrara County, Wyoming",56,027
8393,"Platte County, Wyoming",56,031
30485,"Sheridan County, Wyoming",56,033
11790,"Big Horn County, Wyoming",56,003
7584,"Crook County, Wyoming",56,011
8445,"Johnson County, Wyoming",56,019
99500,"Laramie County, Wyoming",56,021
13822,"Converse County, Wyoming",56,009
23464,"Teton County, Wyoming",56,039
42343,"Sweetwater County, Wyoming",56,037
29194,"Park County, Wyoming",56,029
38880,"Albany County, Wyoming",56,001
14800,"Carbon County, Wyoming",56,007
13211,"Goshen County, Wyoming",56,015
20226,"Uinta County, Wyoming",56,041
7805,"Washakie County, Wyoming",56,043
4413,"Hot Springs County, Wyoming",56,017
39261,"Fremont County, Wyoming",56,013
9831,"Sublette County, Wyoming",56,035
6927,"Weston County, Wyoming",56,045
30999,"Schoharie County, New York",36,095
1418207,"Bronx County, New York",36,005
460528,"Onondaga County, New York",36,067
34016,"Seneca County, New York",36,099
158714,"Rensselaer County, New York",36,083
98320,"Putnam County, New York",36,079
109777,"Ontario County, New York",36,069
2253858,"Queens County, New York",36,081
95379,"Steuben County, New York",36,101
48203,"Tioga County, New York",36,107
40352,"Orleans County, New York",36,073
229863,"Saratoga County, New York",36,091
325789,"Rockland County, New York",36,087
26296,"Lewis County, New York",36,049
53383,"Fulton County, New York",36,035
61319,"Herkimer County, New York",36,043
4416,"Hamilton County, New York",36,041
2559903,"Kings County, New York",36,047
80485,"Clinton County, New York",36,019
126903,"Chautauqua County, New York",36,013
76576,"Cayuga County, New York",36,011
50022,"Franklin County, New York",36,033
59461,"Columbia County, New York",36,021
61204,"Washington County, New York",36,115
1628706,"New York County, New York",36,061
209281,"Niagara County, New York",36,063
967506,"Westchester County, New York",36,119
44135,"Delaware County, New York",36,025
36885,"Essex County, New York",36,031
49221,"Montgomery County, New York",36,057
1356924,"Nassau County, New York",36,059
476143,"Richmond County, New York",36,085
107740,"St. Lawrence County, New York",36,089
17807,"Schuyler County, New York",36,097
102180,"Tompkins County, New York",36,109
63944,"Warren County, New York",36,113
47207,"Chenango County, New York",36,017
47581,"Cortland County, New York",36,023
294218,"Dutchess County, New York",36,027
109834,"Jefferson County, New York",36,045
741770,"Monroe County, New York",36,055
228671,"Oneida County, New York",36,065
1476601,"Suffolk County, New York",36,103
177573,"Ulster County, New York",36,111
39859,"Wyoming County, New York",36,121
83456,"Chemung County, New York",36,015
62914,"Livingston County, New York",36,051
117124,"Oswego County, New York",36,075
59493,"Otsego County, New York",36,077
47188,"Greene County, New York",36,039
89918,"Wayne County, New York",36,117
305506,"Albany County, New York",36,001
46091,"Allegany County, New York",36,003
190488,"Broome County, New York",36,007
76117,"Cattaraugus County, New York",36,009
918702,"Erie County, New York",36,029
70941,"Madison County, New York",36,053
155299,"Schenectady County, New York",36,093
75432,"Sullivan County, New York",36,105
57280,"Genesee County, New York",36,037
24913,"Yates County, New York",36,123
384940,"Orange County, New York",36,071
5917,"Sherman County, Kansas",20,181
2006,"Stanton County, Kansas",20,187
7777,"Thomas County, Kansas",20,193
4033,"Meade County, Kansas",20,119
6856,"Russell County, Kansas",20,167
33195,"Lyon County, Kansas",20,111
9707,"Marshall County, Kansas",20,117
31829,"Montgomery County, Kansas",20,125
5620,"Morris County, Kansas",20,127
9164,"Pratt County, Kansas",20,151
6414,"Pawnee County, Kansas",20,145
2530,"Rawlins County, Kansas",20,153
4920,"Rooks County, Kansas",20,163
2636,"Gove County, Kansas",20,063
2657,"Cheyenne County, Kansas",20,023
1994,"Clark County, Kansas",20,025
1700,"Comanche County, Kansas",20,033
7858,"Anderson County, Kansas",20,003
12369,"Allen County, Kansas",20,001
6102,"Ellsworth County, Kansas",20,053
31670,"Geary County, Kansas",20,061
33619,"Ford County, Kansas",20,057
2530,"Elk County, Kansas",20,049
5436,"Harper County, Kansas",20,077
34908,"Cowley County, Kansas",20,035
25544,"Franklin County, Kansas",20,059
9537,"Rice County, Kansas",20,159
4156,"Stafford County, Kansas",20,185
28542,"McPherson County, Kansas",20,113
15949,"Osage County, Kansas",20,139
1232,"Greeley County, Kansas",20,071
8179,"Coffey County, Kansas",20,031
38818,"Crawford County, Kansas",20,037
28553,"Ellis County, Kansas",20,051
5982,"Greenwood County, Kansas",20,073
9703,"Linn County, Kansas",20,107
34429,"Harvey County, Kansas",20,079
1794,"Hodgeman County, Kansas",20,083
2879,"Jewell County, Kansas",20,089
3838,"Kearny County, Kansas",20,093
19618,"Labette County, Kansas",20,099
516042,"Sedgwick County, Kansas",20,173
21428,"Seward County, Kansas",20,175
4636,"Republic County, Kansas",20,157
2482,"Graham County, Kansas",20,065
602401,"Johnson County, Kansas",20,091
122259,"Douglas County, Kansas",20,045
2521,"Sheridan County, Kansas",20,179
34237,"Miami County, Kansas",20,121
5988,"Gray County, Kansas",20,069
1518,"Wallace County, Kansas",20,199
5485,"Stevens County, Kansas",20,189
3583,"Smith County, Kansas",20,183
7150,"Grant County, Kansas",20,067
13171,"Jackson County, Kansas",20,085
7152,"Kingman County, Kansas",20,095
2794,"Logan County, Kansas",20,109
10231,"Nemaha County, Kansas",20,131
24383,"Pottawatomie County, Kansas",20,149
165429,"Wyandotte County, Kansas",20,209
19939,"Cherokee County, Kansas",20,021
8002,"Clay County, Kansas",20,027
2962,"Lincoln County, Kansas",20,105
54224,"Saline County, Kansas",20,169
22836,"Sumner County, Kansas",20,191
2803,"Trego County, Kansas",20,195
6931,"Wabaunsee County, Kansas",20,197
8525,"Wilson County, Kansas",20,205
3138,"Woodson County, Kansas",20,207
5979,"Mitchell County, Kansas",20,123
2750,"Ness County, Kansas",20,135
3421,"Osborne County, Kansas",20,141
14534,"Bourbon County, Kansas",20,011
2648,"Chase County, Kansas",20,017
66911,"Butler County, Kansas",20,015
16073,"Atchison County, Kansas",20,005
36467,"Finney County, Kansas",20,055
2539,"Hamilton County, Kansas",20,075
2475,"Kiowa County, Kansas",20,097
81758,"Leavenworth County, Kansas",20,103
176875,"Shawnee County, Kansas",20,177
5406,"Washington County, Kansas",20,201
2119,"Wichita County, Kansas",20,203
3250,"Chautauqua County, Kansas",20,019
2587,"Morton County, Kansas",20,129
5361,"Norton County, Kansas",20,137
61998,"Reno County, Kansas",20,155
25779,"Barton County, Kansas",20,009
8786,"Cloud County, Kansas",20,029
7600,"Doniphan County, Kansas",20,043
2798,"Edwards County, Kansas",20,047
3968,"Haskell County, Kansas",20,081
1535,"Lane County, Kansas",20,101
3036,"Rush County, Kansas",20,165
4823,"Scott County, Kansas",20,171
11884,"Marion County, Kansas",20,115
16007,"Neosho County, Kansas",20,133
9564,"Brown County, Kansas",20,013
5704,"Ottawa County, Kansas",20,143
5234,"Phillips County, Kansas",20,147
74232,"Riley County, Kansas",20,161
4427,"Barber County, Kansas",20,007
2827,"Decatur County, Kansas",20,039
18466,"Dickinson County, Kansas",20,041
19043,"Jefferson County, Kansas",20,087
5634,"Aleutians West Census Area, Alaska",02,016
836,"Bristol Bay Borough, Alaska",02,060
12998,"Kodiak Island Borough, Alaska",02,150
7621,"Northwest Arctic Borough, Alaska",02,188
18386,"Bethel Census Area, Alaska",02,050
9832,"North Slope Borough, Alaska",02,185
8493,"Sitka City and Borough, Alaska",02,220
96849,"Fairbanks North Star Borough, Alaska",02,090
13901,"Ketchikan Gateway Borough, Alaska",02,130
108317,"Matanuska-Susitna Borough, Alaska",02,170
